ID,NAME,ADDRESS,CITY,STATE,Type of school,ZIP,TELEPHONE,COUNTY,COUNTYFIPS,COUNTRY,WEBSITE,ALIAS,TOTAL_ENROLLMENT
3049,PAMLICO COMMUNITY COLLEGE,5049 HWY 306 SOUTH,GRANTSBORO,NC,JUNIOR COLLEGES,28529,(252) 249-1851 EXT 3084,PAMLICO,37137,USA,www.pamlicocc.edu,PCC,462
3050,BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING,8550 MAGELLAN PKWY STE 700,RICHMOND,VA,OTHER TECHNICAL AND TRADE SCHOOLS,23227,(804) 627-5408,HENRICO,51087,USA,www.bonsecours.com/somi/index.asp,NOT AVAILABLE,30
3051,COLUMBIA COLLEGE OF NURSING,4425 N PORT WASHINGTON RD,GLENDALE,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",53212,(414) 326-2330,MILWAUKEE,55079,USA,www.ccon.edu,CCON,122
3052,METRO BUSINESS COLLEGE-ROLLA,1202 E HWY 72,ROLLA,MO,JUNIOR COLLEGES,65401,(573) 364-8464,PHELPS,29161,USA,www.metrobusinesscollege.edu,NOT AVAILABLE,36
3053,METRO BUSINESS COLLEGE-JEFFERSON CITY,210 EL MERCADO PLAZA,JEFFERSON CITY,MO,JUNIOR COLLEGES,65109,(573) 635-6600,COLE,29051,USA,www.metrobusinesscollege.edu,NOT AVAILABLE,49
3054,ROLF INSTITUTE OF STRUCTURAL INTEGRATION,"5055 CHAPARRAL COURT, SUITE 103",BOULDER,CO,OTHER TECHNICAL AND TRADE SCHOOLS,80301,(303) 449-5903,BOULDER,8013,USA,www.rolf.org,NOT AVAILABLE,88
3055,MINERAL COUNTY VOCATIONAL TECHNICAL CENTER,600 HARLEY O STAGGERS SR DR,KEYSER,WV,OTHER TECHNICAL AND TRADE SCHOOLS,26726,(304) 788-4240,MINERAL,54057,USA,boe.mine.k12.wv.us/mineralcountytechnicalcenter_home.aspx,NOT AVAILABLE,25
3056,DOWNEY ADULT SCHOOL,12340 WOODRUFF AVE,DOWNEY,CA,OTHER TECHNICAL AND TRADE SCHOOLS,90241,(562) 940-6200,LOS ANGELES,6037,USA,www.das.edu,NOT AVAILABLE,838
3057,PAUL MITCHELL THE SCHOOL-HUNTSVILLE,3810 SULLIVAN ST STE F,MADISON,AL,COSMETOLOGY AND BARBER SCHOOLS,35758,(256) 464-8886,MADISON,1089,USA,https://paulmitchell.edu/huntsville,NOT AVAILABLE,125
3058,INDIANA COUNTY TECHNOLOGY CENTER,441 HAMILL RD,INDIANA,PA,OTHER TECHNICAL AND TRADE SCHOOLS,15701,(724) 349-6700,INDIANA,42063,USA,www.ictc.edu,ICTC,95
3059,CARVER CAREER CENTER,4799 MIDLAND DR,CHARLESTON,WV,JUNIOR COLLEGES,25306,(304) 348-1968,KANAWHA,54039,USA,www.carvercareercenter.edu,NOT AVAILABLE,246
3060,OHIO BUSINESS COLLEGE-HILLIARD,4525 TRUEMAN BLVD,HILLIARD,OH,JUNIOR COLLEGES,43026,NOT AVAILABLE,FRANKLIN,39049,USA,NOT AVAILABLE,NOT AVAILABLE,-999
3061,LAURUS COLLEGE,81 HIGUERA ST STE 110,SAN LUIS OBISPO,CA,OTHER TECHNICAL AND TRADE SCHOOLS,93401,(805) 267-1690,SAN LUIS OBISPO,6079,USA,www.lauruscollege.edu,NOT AVAILABLE,1117
3062,HEALING HANDS SCHOOL OF HOLISTIC HEALTH,125 W MISSION AVE STE 212,ESCONDIDO,CA,OTHER TECHNICAL AND TRADE SCHOOLS,92025,(760) 746-9364,SAN DIEGO,6073,USA,www.healinghandsschool.com,NOT AVAILABLE,261
3063,THE UNIVERSITY OF AESTHETICS & COSMETOLOGY,1037-1043 CURTISS ST.,DOWNERS GROVE,IL,COSMETOLOGY AND BARBER SCHOOLS,60515,(773) 635-0141,DUPAGE,17043,USA,www.uofac.edu,NOT AVAILABLE,35
3064,FORTIS COLLEGE-DOTHAN,200 VULCAN WAY,DOTHAN,AL,OTHER TECHNICAL AND TRADE SCHOOLS,36303,(334) 677-2832,HOUSTON,1069,USA,www.fortiscollege.edu,NOT AVAILABLE,189
3065,BROWN MACKIE COLLEGE-BOISE,"9050 W OVERLAND RD, STE 101",BOISE,ID,JUNIOR COLLEGES,83709,(208) 321-8800,ADA,16001,USA,www.brownmackie.edu,NOT AVAILABLE,74
3066,TRICOCI UNIVERSITY OF BEAUTY CULTURE-BRIDGEVIEW,7350 W 87TH ST,BRIDGEVIEW,IL,COSMETOLOGY AND BARBER SCHOOLS,60455,(630) 528-3330,COOK,17031,USA,www.tricociuniversity.edu,BRV,227
3067,PAUL MITCHELL THE SCHOOL-CLEVELAND,10735 RAVENNA RD,TWINSBURG,OH,COSMETOLOGY AND BARBER SCHOOLS,44087,(330) 963-0119,SUMMIT,39153,USA,paulmitchell.edu/cleveland/,NOT AVAILABLE,193
3068,PAUL MITCHELL THE SCHOOL-COLUMBUS,3000 MORSE RD,COLUMBUS,OH,COSMETOLOGY AND BARBER SCHOOLS,43231,(614) 478-0922,FRANKLIN,39049,USA,paulmitchell.edu/columbus,NOT AVAILABLE,192
3069,ROSS MEDICAL EDUCATION CENTER-FORT WAYNE,"4122 LIMA ROAD, UNIT A5",FORT WAYNE,IN,OTHER TECHNICAL AND TRADE SCHOOLS,46805,(260) 471-4840,ALLEN,18003,USA,www.rosseducation.edu,NOT AVAILABLE,123
3070,SALON SUCCESS ACADEMY-FONTANA,16803 ARROW HWY,FONTANA,CA,COSMETOLOGY AND BARBER SCHOOLS,92335,(909) 982-4200,SAN BERNARDINO,6071,USA,www.gotobeautyschool.com,NOT AVAILABLE,35
3071,SALON SUCCESS ACADEMY-REDLANDS,1915 W REDLANDS BLVD STE 111,REDLANDS,CA,COSMETOLOGY AND BARBER SCHOOLS,92373,(909) 982-4200,SAN BERNARDINO,6071,USA,www.gotobeautyschool.com,NOT AVAILABLE,95
3072,BALTIMORE SCHOOL OF MASSAGE-YORK,170 RED ROCK ROAD,YORK,PA,OTHER TECHNICAL AND TRADE SCHOOLS,17402,(717) 268-1881,YORK,42133,USA,www.steinered.com/,NOT AVAILABLE,78
3073,PALMETTO BEAUTY SCHOOL,2601 EAST MAIN STREET,SPARTANBURG,SC,COSMETOLOGY AND BARBER SCHOOLS,29307,(864) 579-2550,SPARTANBURG,45083,USA,www.palmettocosmo.com,NOT AVAILABLE,19
3074,PAUL MITCHELL THE SCHOOL-FORT MYERS,9941 INTERSTATE COMMERCE DRIVE,FORT MYERS,FL,COSMETOLOGY AND BARBER SCHOOLS,33913,(239) 332-2011,LEE,12071,USA,paulmitchell.edu/fortmyers,NOT AVAILABLE,121
3075,PAUL MITCHELL THE SCHOOL-RALEIGH,"8551 GLENWOOD AVENUE, SUITE 100",RALEIGH,NC,COSMETOLOGY AND BARBER SCHOOLS,27612,(919) 789-4500,WAKE,37183,USA,paulmitchell.edu/raleigh,NOT AVAILABLE,139
3076,LIL LOU'S BEAUTY AND BARBER COLLEGE LLC,4853  BROADWAY,GARY,IN,COSMETOLOGY AND BARBER SCHOOLS,46409,(219) 884-9954 EXT 1,LAKE,18089,USA,www.lillousbarbercollege.com,NOT AVAILABLE,85
3077,BRYAN UNIVERSITY,3215 LEMONE INDUSTRIAL BOULEVARD,COLUMBIA,MO,JUNIOR COLLEGES,65201,(573) 777-5550,BOONE,29019,USA,www.bryanu.edu,NOT AVAILABLE,57
3078,CRISWELL COLLEGE,4010 GASTON AVENUE,DALLAS,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",75246,(214) 821-5433,DALLAS,48113,USA,www.criswell.edu,NOT AVAILABLE,264
3079,GLOBAL INSTITUTE,AVE LUIS MUNOZ MARIN ESQ GEORGETTI ANGORA PARK PLAZA,CAGUAS,PR,OTHER TECHNICAL AND TRADE SCHOOLS,725,(787) 744-3010,CAGUAS,72025,PRI,globalcaguas.com,NOT AVAILABLE,22
3080,COLUMBIA INSTITUTE,12125 VEIRS MILL RD.,SILVER SPRING,MD,JUNIOR COLLEGES,20906,(301) 929-0565,MONTGOMERY,24031,USA,www.ccdc.edu,NOT AVAILABLE,95
3081,NEW BEGINNING COLLEGE OF COSMETOLOGY,421 MARTLING ROAD,ALBERTVILLE,AL,COSMETOLOGY AND BARBER SCHOOLS,35951,(256) 878-6430,MARSHALL,1095,USA,www.nbccosmetology.com,NOT AVAILABLE,83
3082,ASSUMPTION COLLEGE,500 SALISBURY ST,WORCESTER,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1609,(508) 767-7000,WORCESTER,25027,USA,https://www.assumption.edu,NOT AVAILABLE,2481
3083,BRIDGEWATER STATE UNIVERSITY,131 SUMMER STREET,BRIDGEWATER,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2325,(508) 531-1000,PLYMOUTH,25023,USA,www.bridgew.edu,BSU|BRIDGEWATER STATE,11019
3084,EMMANUEL COLLEGE,400 THE FENWAY,BOSTON,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2115,(617) 735-9715,SUFFOLK,25025,USA,www.emmanuel.edu,NOT AVAILABLE,2083
3085,METROPOLITAN STATE UNIVERSITY,700 EAST SEVENTH STREET,SAINT PAUL,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",55106,(651) 793-1212,RAMSEY,27123,USA,www.metrostate.edu,NOT AVAILABLE,8148
3086,SALEM COMMUNITY COLLEGE,460 HOLLYWOOD AVENUE,CARNEYS POINT,NJ,JUNIOR COLLEGES,8069,(856) 299-2100,SALEM,34033,USA,www.salemcc.edu,SALEM COUNTY COLLEGE|SCC|SALEM COLLEGE,916
3087,SUNY COLLEGE AT OLD WESTBURY,223 STORE HILL RD,OLD WESTBURY,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",11568,(516) 876-3000,NASSAU,36059,USA,www.oldwestbury.edu,NOT AVAILABLE,4910
3088,DAKOTA COLLEGE AT BOTTINEAU,105 SIMRALL BLVD,BOTTINEAU,ND,JUNIOR COLLEGES,58318,(701) 228-2277,BOTTINEAU,38009,USA,www.dakotacollege.edu,MSU-BOTTINEAU,909
3089,BRIDGERLAND TECHNICAL COLLEGE,1301 NORTH 600 WEST,LOGAN,UT,COSMETOLOGY AND BARBER SCHOOLS,84321,(435) 753-6780,CACHE,49005,USA,www.btech.edu,"BRIDGERLAND ATC|BATC|BRIDGERLAND APPLIED TECHNOLOGY CENTER|BRIDGERLAND AREA VOCATIONAL CENTER, BRIDGERLAND APPLIED TECHNOLOGY COLLEGE",1092
3090,OGDEN-WEBER TECHNICAL COLLEGE,200 N WASHINGTON BLVD,OGDEN,UT,JUNIOR COLLEGES,84404,(801) 627-8300,WEBER,49057,USA,www.owatc.edu,OGDEN-WEBER TECH COLLEGE,2256
3091,COLLEGE OF ST JOSEPH,71 CLEMENT ROAD,RUTLAND,VT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",5701,(802) 773-5900 EXT 0,RUTLAND,50021,USA,www.csj.edu,ST. JOE'S |ST. JOSEPH COLLEGE |CSJ |SAINT JOSEPH'S |COLLEGE OF ST. JOSEPH THE PROVIDER,334
3092,MID-STATE TECHNICAL COLLEGE,500 32ND ST N,WISCONSIN RAPIDS,WI,JUNIOR COLLEGES,54494,(715) 422-5300,WOOD,55141,USA,www.mstc.edu,MID-STATE |MSTC,2749
3093,HEALING ARTS INSTITUTE,4007 AUTOMATION WAY,FORT COLLINS,CO,FINE ARTS SCHOOLS,80525,(970) 223-9741,LARIMER,8069,USA,healingartsinstitute.net,NOT AVAILABLE,54
3094,JEFFERSON LEWIS BOCES-PRACTICAL NURSING PROGRAM,20104 STATE ROUTE 3,WATERTOWN,NY,OTHER TECHNICAL AND TRADE SCHOOLS,13601,(315) 779-7200 EXT 7230,JEFFERSON,36045,USA,www.boces.com,NOT AVAILABLE,77
3095,BROOME DELAWARE TIOGA BOCES-PRACTICAL NURSING PROGRAM,435 GLENWOOD RD,BINGHAMTON,NY,OTHER TECHNICAL AND TRADE SCHOOLS,13905,(607) 763-3465,BROOME,36007,USA,www.btboces.org/,NOT AVAILABLE,66
3096,STRAYER UNIVERSITY-MARYLAND,5110 AUTH WAY,SUITLAND,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",20746,(301) 505-3300,PRINCE GEORGE'S,24033,USA,www.strayer.edu/maryland/prince-georges,NOT AVAILABLE,2915
3097,CAYCE/REILLY SCHOOL OF MASSAGE,215 67TH STREET,VIRGINIA BEACH,VA,OTHER TECHNICAL AND TRADE SCHOOLS,23451,(757) 457-7270,VIRGINIA BEACH,51810,USA,www.edgarcayce.org/massageschool/home.aspx,NOT AVAILABLE,28
3098,BRISTOL TECHNICAL EDUCATION CENTER,431 MINOR STREET,BRISTOL,CT,OTHER TECHNICAL AND TRADE SCHOOLS,6010,(860) 584-8433 EXT 304,HARTFORD,9003,USA,www.cttech.org/bristol/index.htm,NOT AVAILABLE,59
3099,CARRINGTON COLLEGE-SPOKANE,"10102 E. KNOX AVE., STE. 200",SPOKANE,WA,JUNIOR COLLEGES,99206,(509) 462-3722,SPOKANE,53063,USA,www.carrington.edu,CARRINGTON COLLEGE-SPOKANE,385
3100,JOHN PAOLO'S XTREME BEAUTY INSTITUTE-GOLDWELL PRODUCT ARTISTRY,2144 SARATOGA AVE,BALLSTON SPA,NY,COSMETOLOGY AND BARBER SCHOOLS,12020,(518) 583-3700,SARATOGA,36091,USA,www.johnpaolo.edu,NOT AVAILABLE,23
3101,YESHIVA OF MACHZIKAI HADAS,1321 43RD ST,BROOKLYN,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",11219,(718) 853-2442,KINGS,36047,USA,yeshivaofmachzikaihadas.com,NOT AVAILABLE,413
3102,FORTIS INSTITUTE-PENSACOLA,4081 E OLIVE RD STE B,PENSACOLA,FL,JUNIOR COLLEGES,32514,(850) 476-7607,ESCAMBIA,12033,USA,www.fortisedu.info/cig-pensacola.php,"CAPPS COLLEGE, INC.",564
3103,DORSEY BUSINESS SCHOOLS-FARMINGTON HILLS,CAMPUS CLOSED,FARMINGTON HILLS,MI,BUSINESS AND SECRETARIAL SCHOOLS,48228,(248) 994-0133,OAKLAND,26125,USA,www.dorsey.edu,DORSEY SCHOOLS,-999
3104,DORSEY BUSINESS SCHOOLS-ROSEVILLE CULINARY ACADEMY,31522 GRATIOT AVE.,ROSEVILLE,MI,BUSINESS AND SECRETARIAL SCHOOLS,48066,(586) 296-3225,MACOMB,26099,USA,www.dorsey.edu,DORSEY CULINARY ACADEMY,113
3105,COLLEGE OF HAIR DESIGN-EAST CAMPUS,9000 ANDERMATT DR,LINCOLN,NE,COSMETOLOGY AND BARBER SCHOOLS,68526,(402) 488-7007,LANCASTER,31109,USA,collegeofhairdesign.com,NOT AVAILABLE,40
3106,LE CORDON BLEU COLLEGE OF CULINARY ARTS-ST LOUIS,7898 VETERANS MEMORIAL PKWY,ST PETERS,MO,FINE ARTS SCHOOLS,63376,NOT AVAILABLE,ST. CHARLES,29183,USA,NOT AVAILABLE,NOT AVAILABLE,-999
3107,POLYTECHNIC UNIVERSITY OF PUERTO RICO-MIAMI,"8180 N.W. 36 ST., SUITE 401",MIAMI,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",33166,(305) 418-8000 EXT 706,MIAMI-DADE,12086,USA,www.pupr.edu,NOT AVAILABLE,137
3108,OKLAHOMA TECHNICAL COLLEGE,4444 SOUTH SHERIDAN,TULSA,OK,JUNIOR COLLEGES,74145,(918) 610-0027,TULSA,40143,USA,www.oklahomatechnicalcollege.com/,NOT AVAILABLE,150
3109,MIDWEST TECHNICAL INSTITUTE-MOLINE,3620 AVENUE OF THE CITIES,MOLINE,IL,OTHER TECHNICAL AND TRADE SCHOOLS,61265,(309) 277-7900 EXT 1403,ROCK ISLAND,17161,USA,www.midwesttech.edu,NOT AVAILABLE,308
3110,AVEDA INSTITUTE-LOS ANGELES,10935 WEYBURN AVENUE,LOS ANGELES,CA,COSMETOLOGY AND BARBER SCHOOLS,90024,(513) 576-9333,LOS ANGELES,6037,USA,nurturavedainstitutes.com/los-angeles/,NOT AVAILABLE,159
3111,BROWN MACKIE COLLEGE-BIRMINGHAM,"105 VULCAN ROAD, SUITE 100",BIRMINGHAM,AL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",35209,(205) 909-1500,JEFFERSON,1073,USA,www.brownmackie.edu/locations/birmingham,NOT AVAILABLE,-999
3112,MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN-VICTORIA,1405 EAST NORTH,VICTORIA,TX,COSMETOLOGY AND BARBER SCHOOLS,77902,(979) 821-2050,VICTORIA,48469,USA,www.manuelandtheresasschoolofhair.com/,NOT AVAILABLE,22
3113,ITT TECHNICAL INSTITUTE-PHOENIX WEST,"1840 NORTH 95TH AVENUE, SUITE 132",PHOENIX,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",85037,NOT AVAILABLE,MARICOPA,4013,USA,NOT AVAILABLE,NOT AVAILABLE,-999
3114,ITT TECHNICAL INSTITUTE-BROOKLYN CENTER,"6120 EARLE BROWN DRIVE, SUITE 100",BROOKLYN CENTER,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",55430,NOT AVAILABLE,HENNEPIN,27053,USA,NOT AVAILABLE,NOT AVAILABLE,-999
3115,ITT TECHNICAL INSTITUTE-WACO,"3700 S. JACK KULTGEN EXPRESSWAY, SUITE 100",WACO,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",76706,NOT AVAILABLE,MCLENNAN,48309,USA,NOT AVAILABLE,NOT AVAILABLE,-999
3116,ITT TECHNICAL INSTITUTE-MYRTLE BEACH,"9654 NORTH KING'S HIGHWAY, SUITE 101",MYRTLE BEACH,SC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",29572,NOT AVAILABLE,HORRY,45051,USA,NOT AVAILABLE,NOT AVAILABLE,-999
3117,COLUMBIA ACADEMY OF COSMETOLOGY,1221 SUNSET BOULEVARD,WEST COLUMBIA,SC,COSMETOLOGY AND BARBER SCHOOLS,29169,(803) 796-9986,LEXINGTON,45063,USA,columbiaacademyofcosmetology.com,NOT AVAILABLE,28
3118,REFLECTIONS ACADEMY OF BEAUTY,241 NORTH MAIN STREET,DECATUR,IL,COSMETOLOGY AND BARBER SCHOOLS,62523,(217) 425-9117,MACON,17115,USA,www.reflectionsacademyofbeauty.com,NOT AVAILABLE,14
3119,MEDSPA ACADEMIES,10714 SOUTH RIVER FRONT PARKWAY,SOUTH JORDAN,UT,COSMETOLOGY AND BARBER SCHOOLS,84095,(801) 302-1650,SALT LAKE,49035,USA,www.nima.edu/,NATIONAL INSTITUTE OF MEDICAL AESTHETICS,166
3120,BRIGHTON INSTITUTE OF COSMETOLOGY,10543 CITATION DRIVE,BRIGHTON,MI,COSMETOLOGY AND BARBER SCHOOLS,48116,(810) 229-5066,LIVINGSTON,26093,USA,www.brightoninstitute.net,NOT AVAILABLE,36
3121,BARSTOW COMMUNITY COLLEGE,2700 BARSTOW ROAD,BARSTOW,CA,JUNIOR COLLEGES,92311,(760) 252-2411,SAN BERNARDINO,6071,USA,www.barstow.edu,NOT AVAILABLE,3077
3122,BETHESDA UNIVERSITY,730 N. EUCLID ST,ANAHEIM,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",92801,(714) 517-1945,ORANGE,6059,USA,www.buc.edu,BETHESDA UNIVERSITY,375
3123,FIDM-FASHION INSTITUTE OF DESIGN & MERCHANDISING-LOS ANGELES,919 S GRAND AVE,LOS ANGELES,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",90015,(213) 624-1200,LOS ANGELES,6037,USA,www.fidm.edu,FIDM LA,2384
3124,WEST GEORGIA TECHNICAL COLLEGE,176 MURPHY CAMPUS BLVD.,WACO,GA,JUNIOR COLLEGES,30182,(770) 537-6000,HARALSON,13143,USA,www.westgatech.edu,NOT AVAILABLE,6682
3125,TRINE UNIVERSITY,1 UNIVERSITY AVE,ANGOLA,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",46703,(260) 665-4100,STEUBEN,18151,USA,www.trine.edu,NOT AVAILABLE,4296
3126,BUENA VISTA UNIVERSITY,610 W 4TH ST,STORM LAKE,IA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",50588,(712) 749-2400,BUENA VISTA,19021,USA,www.bvu.edu,NOT AVAILABLE,1982
3127,WASHBURN UNIVERSITY,1700 SW COLLEGE AVENUE,TOPEKA,KS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",66621,(785) 670-1010,SHAWNEE,20177,USA,www.washburn.edu,NOT AVAILABLE,6691
3128,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,801 W. FORT STREET,DETROIT,MI,JUNIOR COLLEGES,48226,(313) 496-2600,WAYNE,26163,USA,www.wcccd.edu,WCCCD,14806
3129,CLEVELAND UNIVERSITY-KANSAS CITY,10850 LOWELL AVENUE,OVERLAND PARK,KS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",66210,(913) 234-0600,JOHNSON,20091,USA,www.cleveland.edu,NOT AVAILABLE,492
3130,DAVIDSON COUNTY COMMUNITY COLLEGE,297 DCCC ROAD,THOMASVILLE,NC,JUNIOR COLLEGES,27360,(336) 249-8186,DAVIDSON,37057,USA,www.davidsonccc.edu,DCCC|DAVIDSON COUNTY COMMUNITY COLLEGE,3627
3131,THE ART INSTITUTE OF CINCINNATI-AIC COLLEGE OF DESIGN,1171 EAST KEMPER ROAD,CINCINNATI,OH,JUNIOR COLLEGES,45246,(513) 751-1206,HAMILTON,39061,USA,www.aic-arts.edu,AIC COLLEGE OF DESIGN,20
3132,HERZING UNIVERSITY-AKRON,"1600 SOUTH ARLINGTON STREET, SUITE 100",AKRON,OH,JUNIOR COLLEGES,44306,(330) 724-1600,SUMMIT,39153,USA,www.herzing.edu,NOT AVAILABLE,494
3133,UNIVERSITY OF AKRON MAIN CAMPUS,302 BUCHTEL COMMON,AKRON,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",44325,(330) 972-7111,SUMMIT,39153,USA,www.uakron.edu,NOT AVAILABLE,20169
3134,APOLLO CAREER CENTER,3325 SHAWNEE RD,LIMA,OH,OTHER TECHNICAL AND TRADE SCHOOLS,45806,(419) 998-3000,ALLEN,39003,USA,www.apollocareercenterotc.com,"APOLLO JVS, APOLLO CAREER CENTER, APOLLO JOINT VOCATIONAL SCHOOL",521
3135,AUBURN CAREER CENTER,8140 AUBURN RD,CONCORD TWP,OH,OTHER TECHNICAL AND TRADE SCHOOLS,44077,(440) 357-7542 EXT 8213,LAKE,39085,USA,www.auburncc.org,NOT AVAILABLE,98
3136,BLUFFTON UNIVERSITY,1 UNIVERSITY DRIVE,BLUFFTON,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",45817,(419) 358-3000,ALLEN,39003,USA,www.bluffton.edu,NOT AVAILABLE,815
3137,FORTIS COLLEGE-RAVENNA,653 ENTERPRISE PARKWAY,RAVENNA,OH,JUNIOR COLLEGES,44266,(330) 297-7319,PORTAGE,39133,USA,www.FortisCollege.edu,BOHECKER COLLEGE |BOHECKER'S BUSINESS COLLEGE |DWAYNECO,155
3138,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,220 MCFALL CTR,BOWLING GREEN,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",43403,(418) 372-5526,WOOD,39173,USA,www.bgsu.edu,BGSU,17357
3139,UNIVERSITY OF NORTHWESTERN OHIO,1441 N CABLE RD,LIMA,OH,JUNIOR COLLEGES,45805,(419) 227-3141,ALLEN,39003,USA,www.unoh.edu,NOT AVAILABLE,3741
3140,THE SPA SCHOOL,5050 N HIGH,COLUMBUS,OH,COSMETOLOGY AND BARBER SCHOOLS,43214,(614) 252-5252 EXT 14,FRANKLIN,39049,USA,https://salonschools.ohiostate.edu/,NOT AVAILABLE,107
3141,OKLAHOMA STATE UNIVERSITY-OKLAHOMA CITY,900 N PORTLAND,OKLAHOMA CITY,OK,JUNIOR COLLEGES,73107,(405) 947-4421,OKLAHOMA,40109,USA,www.osuokc.edu,OSU-OKLAHOMA CITY|OSU-OKC,5839
3142,OKLAHOMA CITY UNIVERSITY,2501 N BLACKWELDER,OKLAHOMA CITY,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",73106,(405) 208-5000,OKLAHOMA,40109,USA,www.okcu.edu,NOT AVAILABLE,2845
3143,CARNEGIE MELLON UNIVERSITY,5000 FORBES AVENUE,PITTSBURGH,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",15213,(412) 268-2000,ALLEGHENY,42003,USA,www.cmu.edu/,CARNEGIE MELLON; CMU,13869
3144,CENTRAL PENN COLLEGE,COLLEGE HILL & VALLEY RDS,SUMMERDALE,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",17093,(800) 759-2727,CUMBERLAND,42041,USA,www.centralpenn.edu,CENTRAL PENN,1224
3145,CHATHAM UNIVERSITY,WOODLAND RD,PITTSBURGH,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",15232,(412) 365-1100,ALLEGHENY,42003,USA,www.chatham.edu,CHATHAM,2269
3146,CHEYNEY UNIVERSITY OF PENNSYLVANIA,1837 UNIVERSITY CIRCLE,CHEYNEY,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",19319,(610) 399-2275,DELAWARE,42045,USA,www.cheyney.edu,NOT AVAILABLE,755
3147,DELAWARE COUNTY COMMUNITY COLLEGE,901 S MEDIA LINE RD,MEDIA,PA,JUNIOR COLLEGES,19063,(610) 359-5000,DELAWARE,42045,USA,www.dccc.edu,NOT AVAILABLE,11030
3148,DUQUESNE UNIVERSITY,ADMINISTRATION BLDG 600 FORBES AVE,PITTSBURGH,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",15282,(412) 396-6000,ALLEGHENY,42003,USA,www.duq.edu,NOT AVAILABLE,9190
3149,LAFAYETTE COLLEGE,HIGH ST,EASTON,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",18042,(610) 330-5000,NORTHAMPTON,42095,USA,https://www.lafayette.edu/,NOT AVAILABLE,2594
3150,JOHNSON UNIVERSITY,7900 JOHNSON DR,KNOXVILLE,TN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",37998,(865) 573-4517,KNOX,47093,USA,www.johnsonu.edu/Home.aspx,NOT AVAILABLE,1153
3151,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-LIVINGSTON,740 HI TECH DR,LIVINGSTON,TN,OTHER TECHNICAL AND TRADE SCHOOLS,38570,(931) 823-5525 EXT 0,OVERTON,47133,USA,www.tcatlivingston.edu,NOT AVAILABLE,1075
3152,GENESIS CAREER COLLEGE-COOKEVILLE,880-A EAST 10TH STREET,COOKEVILLE,TN,COSMETOLOGY AND BARBER SCHOOLS,38501,(470) 259-4514,PUTNAM,47141,USA,www.genesiscareer.edu,NOT AVAILABLE,267
3153,MIDDLE TENNESSEE SCHOOL OF ANESTHESIA INC,315 HOSPITAL DRIVE,MADISON,TN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",37115,(615) 732-7670,DAVIDSON,47037,USA,www.MTSA.edu,MTSA,249
